Date,State Abbreviation,State Name,Fully Vaccinated Population,Percentage of Population
4/20/2022,AK,Alaska,"453,836",62
4/19/2022,AK,Alaska,"453,583",62
4/18/2022,AK,Alaska,"453,436",62
4/17/2022,AK,Alaska,"453,427",62
4/16/2022,AK,Alaska,"453,410",62
4/15/2022,AK,Alaska,"453,291",62
4/14/2022,AK,Alaska,"453,043",61.9
4/13/2022,AK,Alaska,"453,030",61.9
4/12/2022,AK,Alaska,"452,936",61.9
4/11/2022,AK,Alaska,"452,903",61.9
4/10/2022,AK,Alaska,"452,574",61.9
4/9/2022,AK,Alaska,"452,551",61.9
4/8/2022,AK,Alaska,"452,485",61.9
4/7/2022,AK,Alaska,"452,443",61.8
4/6/2022,AK,Alaska,"452,244",61.8
4/5/2022,AK,Alaska,"452,217",61.8
4/4/2022,AK,Alaska,"452,045",61.8
4/3/2022,AK,Alaska,"452,036",61.8
4/2/2022,AK,Alaska,"452,017",61.8
4/1/2022,AK,Alaska,"451,464",61.7
3/31/2022,AK,Alaska,"451,313",61.7
3/30/2022,AK,Alaska,"451,128",61.7
3/29/2022,AK,Alaska,"451,111",61.7
3/28/2022,AK,Alaska,"451,088",61.7
3/27/2022,AK,Alaska,"450,766",61.6
3/26/2022,AK,Alaska,"450,683",61.6
3/25/2022,AK,Alaska,"450,649",61.6
3/24/2022,AK,Alaska,"450,551",61.6
3/23/2022,AK,Alaska,"450,454",61.6
3/22/2022,AK,Alaska,"450,047",61.5
3/21/2022,AK,Alaska,"450,029",61.5
3/20/2022,AK,Alaska,"449,818",61.5
3/19/2022,AK,Alaska,"449,792",61.5
3/18/2022,AK,Alaska,"449,438",61.4
3/17/2022,AK,Alaska,"449,380",61.4
3/16/2022,AK,Alaska,"449,359",61.4
3/15/2022,AK,Alaska,"449,359",61.4
3/14/2022,AK,Alaska,"449,156",61.4
3/13/2022,AK,Alaska,"449,155",61.4
3/12/2022,AK,Alaska,"449,142",61.4
3/11/2022,AK,Alaska,"449,023",61.4
3/10/2022,AK,Alaska,"448,898",61.4
3/9/2022,AK,Alaska,"448,686",61.3
3/8/2022,AK,Alaska,"448,558",61.3
3/7/2022,AK,Alaska,"447,129",61.1
3/6/2022,AK,Alaska,"446,826",61.1
3/5/2022,AK,Alaska,"446,818",61.1
3/4/2022,AK,Alaska,"446,744",61.1
3/3/2022,AK,Alaska,"446,380",61
3/2/2022,AK,Alaska,"446,374",61
3/1/2022,AK,Alaska,"446,122",61
2/28/2022,AK,Alaska,"446,095",61
2/27/2022,AK,Alaska,"446,088",61
2/26/2022,AK,Alaska,"445,584",60.9
2/25/2022,AK,Alaska,"445,545",60.9
2/24/2022,AK,Alaska,"445,530",60.9
2/23/2022,AK,Alaska,"445,199",60.9
2/22/2022,AK,Alaska,"445,185",60.9
2/21/2022,AK,Alaska,"444,769",60.8
2/20/2022,AK,Alaska,"444,767",60.8
2/19/2022,AK,Alaska,"444,763",60.8
2/18/2022,AK,Alaska,"444,604",60.8
2/17/2022,AK,Alaska,"444,386",60.7
2/16/2022,AK,Alaska,"439,086",60
2/15/2022,AK,Alaska,"439,076",60
2/14/2022,AK,Alaska,"438,753",60
2/13/2022,AK,Alaska,"438,751",60
2/12/2022,AK,Alaska,"438,745",60
2/11/2022,AK,Alaska,"438,482",59.9
2/10/2022,AK,Alaska,"437,871",59.9
2/9/2022,AK,Alaska,"437,839",59.9
2/8/2022,AK,Alaska,"437,792",59.8
2/7/2022,AK,Alaska,"437,742",59.8
2/6/2022,AK,Alaska,"437,377",59.8
2/5/2022,AK,Alaska,"437,339",59.8
2/4/2022,AK,Alaska,"437,138",59.8
2/3/2022,AK,Alaska,"436,875",59.7
2/2/2022,AK,Alaska,"427,344",58.4
2/1/2022,AK,Alaska,"427,300",58.4
1/31/2022,AK,Alaska,"427,182",58.4
1/30/2022,AK,Alaska,"426,767",58.3
1/29/2022,AK,Alaska,"426,749",58.3
1/28/2022,AK,Alaska,"426,402",58.3
1/27/2022,AK,Alaska,"426,170",58.3
1/26/2022,AK,Alaska,"425,905",58.2
1/25/2022,AK,Alaska,"425,713",58.2
1/24/2022,AK,Alaska,"425,640",58.2
1/23/2022,AK,Alaska,"425,292",58.1
1/22/2022,AK,Alaska,"425,270",58.1
1/21/2022,AK,Alaska,"425,012",58.1
1/20/2022,AK,Alaska,"424,625",58
1/19/2022,AK,Alaska,"424,327",58
1/18/2022,AK,Alaska,"417,456",57.1
1/17/2022,AK,Alaska,"416,969",57
1/16/2022,AK,Alaska,"416,968",57
1/15/2022,AK,Alaska,"416,919",57
1/14/2022,AK,Alaska,"416,321",56.9
1/13/2022,AK,Alaska,"416,173",56.9
1/12/2022,AK,Alaska,"415,674",56.8
1/11/2022,AK,Alaska,"415,335",56.8
1/10/2022,AK,Alaska,"414,621",56.7
1/9/2022,AK,Alaska,"414,614",56.7
1/8/2022,AK,Alaska,"414,557",56.7
1/7/2022,AK,Alaska,"414,195",56.6
1/6/2022,AK,Alaska,"413,827",56.6
1/5/2022,AK,Alaska,"413,413",56.5
1/4/2022,AK,Alaska,"413,047",56.5
1/3/2022,AK,Alaska,"413,002",56.5
1/2/2022,AK,Alaska,"412,439",56.4
1/1/2022,AK,Alaska,"412,439",56.4
12/31/2021,AK,Alaska,"412,432",56.4
12/30/2021,AK,Alaska,"412,110",56.3
12/29/2021,AK,Alaska,"411,677",56.3
12/28/2021,AK,Alaska,"411,273",56.2
12/27/2021,AK,Alaska,"410,362",56.1
12/26/2021,AK,Alaska,"410,346",56.1
12/25/2021,AK,Alaska,"410,345",56.1
12/24/2021,AK,Alaska,"410,338",56.1
12/23/2021,AK,Alaska,"410,287",56.1
12/22/2021,AK,Alaska,"409,806",56
12/21/2021,AK,Alaska,"409,450",56
12/20/2021,AK,Alaska,"408,744",55.9
12/19/2021,AK,Alaska,"408,720",55.9
12/18/2021,AK,Alaska,"408,713",55.9
12/17/2021,AK,Alaska,"408,396",55.8
12/16/2021,AK,Alaska,"407,929",55.8
12/15/2021,AK,Alaska,"407,250",55.7
12/14/2021,AK,Alaska,"406,686",55.6
12/13/2021,AK,Alaska,"406,483",55.6
12/12/2021,AK,Alaska,"405,352",55.4
12/11/2021,AK,Alaska,"405,346",55.4
12/10/2021,AK,Alaska,"404,816",55.3
12/9/2021,AK,Alaska,"404,199",55.3
12/8/2021,AK,Alaska,"403,344",55.1
12/7/2021,AK,Alaska,"402,529",55
12/6/2021,AK,Alaska,"402,294",55
12/5/2021,AK,Alaska,"400,021",54.7
12/4/2021,AK,Alaska,"400,002",54.7
12/3/2021,AK,Alaska,"399,052",54.5
12/2/2021,AK,Alaska,"398,122",54.4
12/1/2021,AK,Alaska,"397,095",54.3
11/30/2021,AK,Alaska,"396,688",54.2
11/29/2021,AK,Alaska,"395,581",54.1
11/28/2021,AK,Alaska,"395,164",54
11/27/2021,AK,Alaska,"395,164",54
11/26/2021,AK,Alaska,"395,164",54
11/25/2021,AK,Alaska,"395,164",54
11/24/2021,AK,Alaska,"395,164",54
11/23/2021,AK,Alaska,"394,909",54
11/22/2021,AK,Alaska,"394,157",53.9
11/21/2021,AK,Alaska,"394,148",53.9
11/20/2021,AK,Alaska,"394,070",53.9
11/19/2021,AK,Alaska,"393,678",53.8
11/18/2021,AK,Alaska,"393,233",53.8
11/17/2021,AK,Alaska,"392,838",53.7
11/16/2021,AK,Alaska,"391,356",53.5
11/15/2021,AK,Alaska,"391,340",53.5
11/14/2021,AK,Alaska,"391,118",53.5
11/13/2021,AK,Alaska,"389,857",53.3
11/12/2021,AK,Alaska,"389,255",53.2
11/11/2021,AK,Alaska,"389,235",53.2
11/10/2021,AK,Alaska,"388,583",53.1
11/9/2021,AK,Alaska,"388,302",53.1
11/8/2021,AK,Alaska,"388,189",53.1
11/7/2021,AK,Alaska,"387,489",53
11/6/2021,AK,Alaska,"387,463",53
11/5/2021,AK,Alaska,"387,028",52.9
11/4/2021,AK,Alaska,"386,038",52.8
11/3/2021,AK,Alaska,"385,982",52.8
11/2/2021,AK,Alaska,"385,953",52.8
11/1/2021,AK,Alaska,"385,778",52.7
10/31/2021,AK,Alaska,"385,131",52.6
10/30/2021,AK,Alaska,"385,083",52.6
10/29/2021,AK,Alaska,"384,597",52.6
10/28/2021,AK,Alaska,"384,105",52.5
10/27/2021,AK,Alaska,"383,673",52.4
10/26/2021,AK,Alaska,"383,246",52.4
10/25/2021,AK,Alaska,"383,032",52.4
10/24/2021,AK,Alaska,"382,736",52.3
10/23/2021,AK,Alaska,"382,206",52.2
10/22/2021,AK,Alaska,"381,595",52.2
10/21/2021,AK,Alaska,"380,783",52.1
10/20/2021,AK,Alaska,"380,397",52
10/19/2021,AK,Alaska,"380,362",52
10/18/2021,AK,Alaska,"377,866",51.7
10/17/2021,AK,Alaska,"377,858",51.7
10/16/2021,AK,Alaska,"377,834",51.6
10/15/2021,AK,Alaska,"376,935",51.5
10/14/2021,AK,Alaska,"376,113",51.4
10/13/2021,AK,Alaska,"375,482",51.3
10/12/2021,AK,Alaska,"375,260",51.3
10/11/2021,AK,Alaska,"375,165",51.3
10/10/2021,AK,Alaska,"374,378",51.2
10/9/2021,AK,Alaska,"374,363",51.2
10/8/2021,AK,Alaska,"373,950",51.1
10/7/2021,AK,Alaska,"373,411",51
10/6/2021,AK,Alaska,"372,950",51
10/5/2021,AK,Alaska,"372,563",50.9
10/4/2021,AK,Alaska,"372,407",50.9
10/3/2021,AK,Alaska,"371,510",50.8
10/2/2021,AK,Alaska,"371,493",50.8
10/1/2021,AK,Alaska,"370,883",50.7
9/30/2021,AK,Alaska,"370,114",50.6
9/29/2021,AK,Alaska,"369,526",50.5
9/28/2021,AK,Alaska,"368,741",50.4
9/27/2021,AK,Alaska,"368,423",50.4
9/26/2021,AK,Alaska,"364,282",49.8
9/25/2021,AK,Alaska,"364,112",49.8
9/24/2021,AK,Alaska,"363,893",49.7
9/23/2021,AK,Alaska,"363,764",49.7
9/22/2021,AK,Alaska,"362,250",49.5
9/21/2021,AK,Alaska,"360,740",49.3
9/20/2021,AK,Alaska,"360,262",49.2
9/19/2021,AK,Alaska,"359,102",49.1
9/18/2021,AK,Alaska,"357,820",48.9
9/17/2021,AK,Alaska,"356,784",48.8
9/16/2021,AK,Alaska,"355,707",48.6
9/15/2021,AK,Alaska,"355,111",48.5
9/14/2021,AK,Alaska,"354,618",48.5
9/13/2021,AK,Alaska,"354,301",48.4
9/12/2021,AK,Alaska,"353,332",48.3
9/11/2021,AK,Alaska,"353,278",48.3
9/10/2021,AK,Alaska,"352,639",48.2
9/9/2021,AK,Alaska,"351,799",48.1
9/8/2021,AK,Alaska,"351,314",48
9/7/2021,AK,Alaska,"351,155",48
9/6/2021,AK,Alaska,"348,300",47.6
9/5/2021,AK,Alaska,"348,055",47.6
9/4/2021,AK,Alaska,"347,597",47.5
9/3/2021,AK,Alaska,"347,081",47.4
9/2/2021,AK,Alaska,"346,399",47.4
9/1/2021,AK,Alaska,"345,826",47.3
8/31/2021,AK,Alaska,"345,364",47.2
8/30/2021,AK,Alaska,"345,090",47.2
8/29/2021,AK,Alaska,"344,466",47.1
8/28/2021,AK,Alaska,"344,325",47.1
8/27/2021,AK,Alaska,"343,905",47
8/26/2021,AK,Alaska,"343,274",46.9
8/25/2021,AK,Alaska,"342,651",46.8
8/24/2021,AK,Alaska,"342,075",46.8
8/23/2021,AK,Alaska,"341,079",46.6
8/22/2021,AK,Alaska,"341,064",46.6
8/21/2021,AK,Alaska,"340,964",46.6
8/20/2021,AK,Alaska,"340,377",46.5
8/19/2021,AK,Alaska,"339,825",46.5
8/18/2021,AK,Alaska,"339,304",46.4
8/17/2021,AK,Alaska,"338,872",46.3
8/16/2021,AK,Alaska,"338,549",46.3
8/15/2021,AK,Alaska,"337,807",46.2
8/14/2021,AK,Alaska,"337,746",46.2
8/13/2021,AK,Alaska,"337,234",46.1
8/12/2021,AK,Alaska,"336,622",46
8/11/2021,AK,Alaska,"336,220",46
8/10/2021,AK,Alaska,"335,812",45.9
8/9/2021,AK,Alaska,"335,674",45.9
8/8/2021,AK,Alaska,"335,664",45.9
8/7/2021,AK,Alaska,"335,564",45.9
8/6/2021,AK,Alaska,"335,163",45.8
8/5/2021,AK,Alaska,"334,716",45.8
8/4/2021,AK,Alaska,"334,266",45.7
8/3/2021,AK,Alaska,"333,879",45.6
8/2/2021,AK,Alaska,"333,175",45.5
8/1/2021,AK,Alaska,"333,126",45.5
7/31/2021,AK,Alaska,"333,092",45.5
7/30/2021,AK,Alaska,"332,678",45.5
7/29/2021,AK,Alaska,"332,136",45.4
7/28/2021,AK,Alaska,"331,818",45.4
7/27/2021,AK,Alaska,"331,567",45.3
7/26/2021,AK,Alaska,"331,461",45.3
7/25/2021,AK,Alaska,"330,926",45.2
7/24/2021,AK,Alaska,"330,893",45.2
7/23/2021,AK,Alaska,"330,406",45.2
7/22/2021,AK,Alaska,"329,981",45.1
7/21/2021,AK,Alaska,"329,591",45.1
7/20/2021,AK,Alaska,"329,206",45
7/19/2021,AK,Alaska,"329,452",45
7/18/2021,AK,Alaska,"329,319",45
7/17/2021,AK,Alaska,"328,404",44.9
7/16/2021,AK,Alaska,"327,943",44.8
7/15/2021,AK,Alaska,"327,289",44.7
7/14/2021,AK,Alaska,"326,707",44.7
7/13/2021,AK,Alaska,"326,089",44.6
7/12/2021,AK,Alaska,"325,942",44.6
7/11/2021,AK,Alaska,"325,689",44.5
7/10/2021,AK,Alaska,"325,118",44.4
7/9/2021,AK,Alaska,"324,403",44.3
7/8/2021,AK,Alaska,"323,717",44.3
7/7/2021,AK,Alaska,"323,060",44.2
7/6/2021,AK,Alaska,"322,988",44.2
7/5/2021,AK,Alaska,"321,665",44
7/4/2021,AK,Alaska,"320,501",43.8
7/3/2021,AK,Alaska,"319,083",43.6
7/2/2021,AK,Alaska,"318,366",43.5
7/1/2021,AK,Alaska,"314,489",43
6/30/2021,AK,Alaska,"313,709",42.9
6/29/2021,AK,Alaska,"312,846",42.8
6/28/2021,AK,Alaska,"312,331",42.7
6/27/2021,AK,Alaska,"311,317",42.6
6/26/2021,AK,Alaska,"310,204",42.4
6/25/2021,AK,Alaska,"307,888",42.1
6/24/2021,AK,Alaska,"307,246",42
6/23/2021,AK,Alaska,"306,410",41.9
6/22/2021,AK,Alaska,"306,072",41.8
6/21/2021,AK,Alaska,"305,948",41.8
6/20/2021,AK,Alaska,"305,195",41.7
6/19/2021,AK,Alaska,"304,545",41.6
6/18/2021,AK,Alaska,"303,696",41.5
6/17/2021,AK,Alaska,"302,820",41.4
6/16/2021,AK,Alaska,"301,947",41.3
6/15/2021,AK,Alaska,"301,029",41.1
6/14/2021,AK,Alaska,"300,450",41.1
6/13/2021,AK,Alaska,"299,428",40.9
6/12/2021,AK,Alaska,"298,544",40.8
6/11/2021,AK,Alaska,"297,192",40.6
6/10/2021,AK,Alaska,"296,184",40.5
6/9/2021,AK,Alaska,"294,419",40.2
6/8/2021,AK,Alaska,"294,324",40.2
6/7/2021,AK,Alaska,"294,058",40.2
6/6/2021,AK,Alaska,"292,994",40.1
6/5/2021,AK,Alaska,"291,308",39.8
6/4/2021,AK,Alaska,"290,096",39.7
6/3/2021,AK,Alaska,"289,158",39.5
6/2/2021,AK,Alaska,"288,123",39.4
6/1/2021,AK,Alaska,"288,024",39.4
5/31/2021,AK,Alaska,"287,850",39.3
5/30/2021,AK,Alaska,"287,531",39.3
5/29/2021,AK,Alaska,"286,793",39.2
5/28/2021,AK,Alaska,"285,759",39.1
5/27/2021,AK,Alaska,"284,731",38.9
5/26/2021,AK,Alaska,"283,908",38.8
5/25/2021,AK,Alaska,"283,291",38.7
5/24/2021,AK,Alaska,"283,050",38.7
5/23/2021,AK,Alaska,"282,727",38.6
5/22/2021,AK,Alaska,"281,611",38.5
5/21/2021,AK,Alaska,"280,509",38.3
5/20/2021,AK,Alaska,"279,464",38.2
5/19/2021,AK,Alaska,"278,305",38
5/18/2021,AK,Alaska,"277,461",37.9
5/17/2021,AK,Alaska,"277,105",37.9
5/16/2021,AK,Alaska,"276,902",37.9
5/15/2021,AK,Alaska,"275,681",37.7
5/14/2021,AK,Alaska,"274,293",37.5
5/13/2021,AK,Alaska,"273,310",37.4
5/12/2021,AK,Alaska,"272,256",37.2
5/11/2021,AK,Alaska,"271,486",37.1
5/10/2021,AK,Alaska,"270,922",37
5/9/2021,AK,Alaska,"268,405",36.7
5/8/2021,AK,Alaska,"268,319",36.7
5/7/2021,AK,Alaska,"266,960",36.5
5/6/2021,AK,Alaska,"265,869",36.3
5/5/2021,AK,Alaska,"264,565",36.2
5/4/2021,AK,Alaska,"263,754",36.1
5/3/2021,AK,Alaska,"263,603",36
5/2/2021,AK,Alaska,"263,330",36
5/1/2021,AK,Alaska,"262,217",35.8
4/30/2021,AK,Alaska,"256,564",35.1
4/29/2021,AK,Alaska,"255,008",34.9
4/28/2021,AK,Alaska,"250,694",34.3
4/27/2021,AK,Alaska,"249,547",34.1
4/26/2021,AK,Alaska,"249,036",34
4/25/2021,AK,Alaska,"248,428",34
4/24/2021,AK,Alaska,"246,821",33.7
4/23/2021,AK,Alaska,"244,728",33.5
4/22/2021,AK,Alaska,"242,474",33.1
4/21/2021,AK,Alaska,"239,813",32.8
4/20/2021,AK,Alaska,"236,706",32.4
4/19/2021,AK,Alaska,"235,666",32.2
4/18/2021,AK,Alaska,"234,553",32.1
4/17/2021,AK,Alaska,"231,393",31.6
4/16/2021,AK,Alaska,"228,333",31.2
4/15/2021,AK,Alaska,"225,221",30.8
4/14/2021,AK,Alaska,"225,131",30.8
4/13/2021,AK,Alaska,"222,407",30.4
4/12/2021,AK,Alaska,"201,795",27.6
4/11/2021,AK,Alaska,"198,792",27.2
4/10/2021,AK,Alaska,"194,814",26.6
4/9/2021,AK,Alaska,"189,958",26
4/8/2021,AK,Alaska,"186,597",25.5
4/7/2021,AK,Alaska,"181,924",24.9
4/6/2021,AK,Alaska,"179,359",24.5
4/5/2021,AK,Alaska,"178,886",24.5
4/4/2021,AK,Alaska,"176,825",24.2
4/3/2021,AK,Alaska,"170,747",23.3
4/2/2021,AK,Alaska,"167,561",22.9
4/1/2021,AK,Alaska,"165,325",22.6
3/31/2021,AK,Alaska,"163,100",22.3
3/30/2021,AK,Alaska,"161,504",22.1
3/29/2021,AK,Alaska,"160,932",22
3/28/2021,AK,Alaska,"160,197",21.9
3/27/2021,AK,Alaska,"156,698",21.4
3/26/2021,AK,Alaska,"153,706",21
3/25/2021,AK,Alaska,"150,980",20.6
3/24/2021,AK,Alaska,"148,725",20.3
3/23/2021,AK,Alaska,"147,214",20.1
3/22/2021,AK,Alaska,"146,903",20.1
3/21/2021,AK,Alaska,"145,975",20
3/20/2021,AK,Alaska,"143,349",19.6
3/19/2021,AK,Alaska,"140,169",19.2
3/18/2021,AK,Alaska,"138,464",18.9
3/17/2021,AK,Alaska,"135,810",18.6
3/16/2021,AK,Alaska,"133,907",18.3
3/15/2021,AK,Alaska,"132,532",18.1
3/14/2021,AK,Alaska,"130,857",17.9
3/13/2021,AK,Alaska,"126,647",17.3
3/12/2021,AK,Alaska,"124,170",17
3/11/2021,AK,Alaska,"122,197",16.7
3/10/2021,AK,Alaska,"119,073",16.3
3/9/2021,AK,Alaska,"117,345",16
3/8/2021,AK,Alaska,"115,635",15.8
3/7/2021,AK,Alaska,"113,787",15.6
3/6/2021,AK,Alaska,"110,053",15
3/5/2021,AK,Alaska,"106,558",14.6
3/4/2021,AK,Alaska,0,0
3/3/2021,AK,Alaska,0,0
3/2/2021,AK,Alaska,0,0
3/1/2021,AK,Alaska,0,0
2/28/2021,AK,Alaska,0,0
2/27/2021,AK,Alaska,0,0
2/26/2021,AK,Alaska,0,0
2/25/2021,AK,Alaska,0,0
2/24/2021,AK,Alaska,0,0
2/23/2021,AK,Alaska,0,0
2/22/2021,AK,Alaska,0,0
2/21/2021,AK,Alaska,0,0
2/20/2021,AK,Alaska,0,0
2/19/2021,AK,Alaska,0,0
2/18/2021,AK,Alaska,0,0
2/17/2021,AK,Alaska,0,0
2/16/2021,AK,Alaska,0,0
2/15/2021,AK,Alaska,0,0
2/14/2021,AK,Alaska,0,0
2/13/2021,AK,Alaska,0,0
2/12/2021,AK,Alaska,0,0
2/11/2021,AK,Alaska,0,0
2/10/2021,AK,Alaska,0,0
2/9/2021,AK,Alaska,0,0
2/8/2021,AK,Alaska,0,0
2/7/2021,AK,Alaska,0,0
2/6/2021,AK,Alaska,0,0
2/5/2021,AK,Alaska,0,0
2/4/2021,AK,Alaska,0,0
2/3/2021,AK,Alaska,0,0
2/2/2021,AK,Alaska,0,0
2/1/2021,AK,Alaska,0,0
1/31/2021,AK,Alaska,0,0
1/30/2021,AK,Alaska,0,0
1/29/2021,AK,Alaska,0,0
1/28/2021,AK,Alaska,0,0
1/27/2021,AK,Alaska,0,0
1/26/2021,AK,Alaska,0,0
1/25/2021,AK,Alaska,0,0
1/24/2021,AK,Alaska,0,0
1/23/2021,AK,Alaska,0,0
1/22/2021,AK,Alaska,0,0
1/21/2021,AK,Alaska,0,0
1/20/2021,AK,Alaska,0,0
1/19/2021,AK,Alaska,0,0
1/18/2021,AK,Alaska,0,0
1/17/2021,AK,Alaska,0,0
1/16/2021,AK,Alaska,0,0
1/15/2021,AK,Alaska,0,0
1/14/2021,AK,Alaska,0,0
1/13/2021,AK,Alaska,0,0
1/12/2021,AK,Alaska,0,0
1/11/2021,AK,Alaska,0,0
1/10/2021,AK,Alaska,0,0
1/9/2021,AK,Alaska,0,0
1/8/2021,AK,Alaska,0,0
1/7/2021,AK,Alaska,0,0
1/6/2021,AK,Alaska,0,0
1/5/2021,AK,Alaska,0,0
1/4/2021,AK,Alaska,0,0
1/3/2021,AK,Alaska,0,0
1/2/2021,AK,Alaska,0,0
1/1/2021,AK,Alaska,0,0
12/31/2020,AK,Alaska,0,0
12/30/2020,AK,Alaska,0,0
12/29/2020,AK,Alaska,0,0
12/28/2020,AK,Alaska,0,0
12/27/2020,AK,Alaska,0,0
12/26/2020,AK,Alaska,0,0
12/25/2020,AK,Alaska,0,0
12/24/2020,AK,Alaska,0,0
12/23/2020,AK,Alaska,0,0
12/22/2020,AK,Alaska,0,0
12/21/2020,AK,Alaska,0,0
12/20/2020,AK,Alaska,0,0
12/19/2020,AK,Alaska,0,0
12/18/2020,AK,Alaska,0,0
12/17/2020,AK,Alaska,0,0
12/16/2020,AK,Alaska,0,0
12/15/2020,AK,Alaska,0,0
12/14/2020,AK,Alaska,0,0
4/20/2022,AL,Alabama,"2,499,476",51
4/19/2022,AL,Alabama,"2,499,054",51
4/18/2022,AL,Alabama,"2,498,711",51
4/17/2022,AL,Alabama,"2,498,177",51
4/16/2022,AL,Alabama,"2,498,153",50.9
4/15/2022,AL,Alabama,"2,494,227",50.9
4/14/2022,AL,Alabama,"2,493,334",50.9
4/13/2022,AL,Alabama,"2,492,564",50.8
4/12/2022,AL,Alabama,"2,491,778",50.8
4/11/2022,AL,Alabama,"2,490,980",50.8
4/10/2022,AL,Alabama,"2,490,420",50.8
4/9/2022,AL,Alabama,"2,490,378",50.8
4/8/2022,AL,Alabama,"2,489,605",50.8
4/7/2022,AL,Alabama,"2,488,817",50.8
4/6/2022,AL,Alabama,"2,487,607",50.7
4/5/2022,AL,Alabama,"2,487,271",50.7
4/4/2022,AL,Alabama,"2,486,493",50.7
4/3/2022,AL,Alabama,"2,485,999",50.7
4/2/2022,AL,Alabama,"2,485,756",50.7
4/1/2022,AL,Alabama,"2,484,952",50.7
3/31/2022,AL,Alabama,"2,484,171",50.7
3/30/2022,AL,Alabama,"2,483,057",50.6
3/29/2022,AL,Alabama,"2,482,580",50.6
3/28/2022,AL,Alabama,"2,481,615",50.6
3/27/2022,AL,Alabama,"2,481,596",50.6
3/26/2022,AL,Alabama,"2,481,568",50.6
3/25/2022,AL,Alabama,"2,480,944",50.6
3/24/2022,AL,Alabama,"2,480,282",50.6
3/23/2022,AL,Alabama,"2,479,697",50.6
3/22/2022,AL,Alabama,"2,479,239",50.6
3/21/2022,AL,Alabama,"2,479,179",50.6
3/20/2022,AL,Alabama,"2,478,935",50.6
3/19/2022,AL,Alabama,"2,478,446",50.5
3/18/2022,AL,Alabama,"2,477,863",50.5
3/17/2022,AL,Alabama,"2,477,117",50.5
3/16/2022,AL,Alabama,"2,476,199",50.5
3/15/2022,AL,Alabama,"2,475,174",50.5
3/14/2022,AL,Alabama,"2,474,488",50.5
3/13/2022,AL,Alabama,"2,474,026",50.5
3/12/2022,AL,Alabama,"2,473,660",50.5
3/11/2022,AL,Alabama,"2,472,796",50.4
3/10/2022,AL,Alabama,"2,471,885",50.4
3/9/2022,AL,Alabama,"2,470,363",50.4
3/8/2022,AL,Alabama,"2,469,598",50.4
3/7/2022,AL,Alabama,"2,469,222",50.4
3/6/2022,AL,Alabama,"2,468,635",50.3
3/5/2022,AL,Alabama,"2,468,584",50.3
3/4/2022,AL,Alabama,"2,467,540",50.3
3/3/2022,AL,Alabama,"2,466,221",50.3
3/2/2022,AL,Alabama,"2,465,401",50.3
3/1/2022,AL,Alabama,"2,463,862",50.3
2/28/2022,AL,Alabama,"2,463,410",50.2
2/27/2022,AL,Alabama,"2,462,856",50.2
2/26/2022,AL,Alabama,"2,461,775",50.2
2/25/2022,AL,Alabama,"2,460,564",50.2
2/24/2022,AL,Alabama,"2,459,363",50.2
2/23/2022,AL,Alabama,"2,458,072",50.1
2/22/2022,AL,Alabama,"2,457,846",50.1
2/21/2022,AL,Alabama,"2,456,611",50.1
2/20/2022,AL,Alabama,"2,455,980",50.1
2/19/2022,AL,Alabama,"2,453,426",50
2/18/2022,AL,Alabama,"2,452,990",50
2/17/2022,AL,Alabama,"2,451,886",50
2/16/2022,AL,Alabama,"2,448,559",49.9
2/15/2022,AL,Alabama,"2,448,121",49.9
2/14/2022,AL,Alabama,"2,445,646",49.9
2/13/2022,AL,Alabama,"2,444,634",49.9
2/12/2022,AL,Alabama,"2,444,148",49.8
2/11/2022,AL,Alabama,"2,442,615",49.8
2/10/2022,AL,Alabama,"2,440,010",49.8
2/9/2022,AL,Alabama,"2,439,486",49.8
2/8/2022,AL,Alabama,"2,437,859",49.7
2/7/2022,AL,Alabama,"2,435,296",49.7
2/6/2022,AL,Alabama,"2,434,307",49.6
2/5/2022,AL,Alabama,"2,433,084",49.6
2/4/2022,AL,Alabama,"2,431,444",49.6
2/3/2022,AL,Alabama,"2,429,527",49.5
2/2/2022,AL,Alabama,"2,427,838",49.5
2/1/2022,AL,Alabama,"2,426,408",49.5
1/31/2022,AL,Alabama,"2,425,057",49.5
1/30/2022,AL,Alabama,"2,423,893",49.4
1/29/2022,AL,Alabama,"2,421,967",49.4
1/28/2022,AL,Alabama,"2,421,487",49.4
1/27/2022,AL,Alabama,"2,418,268",49.3
1/26/2022,AL,Alabama,"2,417,639",49.3
1/25/2022,AL,Alabama,"2,414,385",49.2
1/24/2022,AL,Alabama,"2,412,148",49.2
1/23/2022,AL,Alabama,"2,411,652",49.2
1/22/2022,AL,Alabama,"2,401,192",49
1/21/2022,AL,Alabama,"2,401,094",49
1/20/2022,AL,Alabama,"2,397,146",48.9
1/19/2022,AL,Alabama,"2,396,308",48.9
1/18/2022,AL,Alabama,"2,374,104",48.4
1/17/2022,AL,Alabama,"2,373,038",48.4
1/16/2022,AL,Alabama,"2,372,246",48.4
1/15/2022,AL,Alabama,"2,371,514",48.4
1/14/2022,AL,Alabama,"2,369,558",48.3
1/13/2022,AL,Alabama,"2,363,643",48.2
1/12/2022,AL,Alabama,"2,361,490",48.2
1/11/2022,AL,Alabama,"2,358,758",48.1
1/10/2022,AL,Alabama,"2,357,727",48.1
1/9/2022,AL,Alabama,"2,355,660",48
1/8/2022,AL,Alabama,"2,354,087",48
