Date,State Abbreviation,State Name,Fully Vaccinated Population,Percentage of Population
1/11/2021,AR,Arkansas,0,0
1/10/2021,AR,Arkansas,0,0
1/9/2021,AR,Arkansas,0,0
1/8/2021,AR,Arkansas,0,0
1/7/2021,AR,Arkansas,0,0
1/6/2021,AR,Arkansas,0,0
1/5/2021,AR,Arkansas,0,0
1/4/2021,AR,Arkansas,0,0
1/3/2021,AR,Arkansas,0,0
1/2/2021,AR,Arkansas,0,0
1/1/2021,AR,Arkansas,0,0
12/31/2020,AR,Arkansas,0,0
12/30/2020,AR,Arkansas,0,0
12/29/2020,AR,Arkansas,0,0
12/28/2020,AR,Arkansas,0,0
12/27/2020,AR,Arkansas,0,0
12/26/2020,AR,Arkansas,0,0
12/25/2020,AR,Arkansas,0,0
12/24/2020,AR,Arkansas,0,0
12/23/2020,AR,Arkansas,0,0
12/22/2020,AR,Arkansas,0,0
12/21/2020,AR,Arkansas,0,0
12/20/2020,AR,Arkansas,0,0
12/19/2020,AR,Arkansas,0,0
12/18/2020,AR,Arkansas,0,0
12/17/2020,AR,Arkansas,0,0
12/16/2020,AR,Arkansas,0,0
12/15/2020,AR,Arkansas,0,0
12/14/2020,AR,Arkansas,0,0
4/20/2022,AZ,Arizona,"4,466,301",61.4
4/19/2022,AZ,Arizona,"4,464,222",61.3
4/18/2022,AZ,Arizona,"4,463,629",61.3
4/17/2022,AZ,Arizona,"4,462,811",61.3
4/16/2022,AZ,Arizona,"4,461,248",61.3
4/15/2022,AZ,Arizona,"4,455,405",61.2
4/14/2022,AZ,Arizona,"4,453,558",61.2
4/13/2022,AZ,Arizona,"4,452,012",61.2
4/12/2022,AZ,Arizona,"4,450,625",61.1
4/11/2022,AZ,Arizona,"4,449,896",61.1
4/10/2022,AZ,Arizona,"4,448,693",61.1
4/9/2022,AZ,Arizona,"4,447,117",61.1
4/8/2022,AZ,Arizona,"4,445,621",61.1
4/7/2022,AZ,Arizona,"4,443,840",61.1
4/6/2022,AZ,Arizona,"4,442,430",61
4/5/2022,AZ,Arizona,"4,441,098",61
4/4/2022,AZ,Arizona,"4,440,359",61
4/3/2022,AZ,Arizona,"4,439,161",61
4/2/2022,AZ,Arizona,"4,437,381",61
4/1/2022,AZ,Arizona,"4,435,616",60.9
3/31/2022,AZ,Arizona,"4,434,102",60.9
3/30/2022,AZ,Arizona,"4,432,643",60.9
3/29/2022,AZ,Arizona,"4,431,582",60.9
3/28/2022,AZ,Arizona,"4,431,044",60.9
3/27/2022,AZ,Arizona,"4,430,250",60.9
3/26/2022,AZ,Arizona,"4,428,973",60.8
3/25/2022,AZ,Arizona,"4,427,708",60.8
3/24/2022,AZ,Arizona,"4,426,324",60.8
3/23/2022,AZ,Arizona,"4,424,796",60.8
3/22/2022,AZ,Arizona,"4,412,629",60.6
3/21/2022,AZ,Arizona,"4,412,032",60.6
3/20/2022,AZ,Arizona,"4,411,118",60.6
3/19/2022,AZ,Arizona,"4,409,658",60.6
3/18/2022,AZ,Arizona,"4,408,271",60.6
3/17/2022,AZ,Arizona,"4,406,487",60.5
3/16/2022,AZ,Arizona,"4,404,914",60.5
3/15/2022,AZ,Arizona,"4,403,250",60.5
3/14/2022,AZ,Arizona,"4,402,330",60.5
3/13/2022,AZ,Arizona,"4,400,459",60.5
3/12/2022,AZ,Arizona,"4,398,209",60.4
3/11/2022,AZ,Arizona,"4,396,493",60.4
3/10/2022,AZ,Arizona,"4,394,704",60.4
3/9/2022,AZ,Arizona,"4,392,894",60.4
3/8/2022,AZ,Arizona,"4,391,443",60.3
3/7/2022,AZ,Arizona,"4,390,574",60.3
3/6/2022,AZ,Arizona,"4,389,227",60.3
3/5/2022,AZ,Arizona,"4,386,330",60.3
3/4/2022,AZ,Arizona,"4,384,039",60.2
3/3/2022,AZ,Arizona,"4,381,765",60.2
3/2/2022,AZ,Arizona,"4,379,021",60.2
3/1/2022,AZ,Arizona,"4,376,924",60.1
2/28/2022,AZ,Arizona,"4,375,888",60.1
2/27/2022,AZ,Arizona,"4,374,137",60.1
2/26/2022,AZ,Arizona,"4,371,501",60.1
2/25/2022,AZ,Arizona,"4,367,798",60
2/24/2022,AZ,Arizona,"4,364,444",60
2/23/2022,AZ,Arizona,"4,361,418",59.9
2/22/2022,AZ,Arizona,"4,359,263",59.9
2/21/2022,AZ,Arizona,"4,357,993",59.9
2/20/2022,AZ,Arizona,"4,355,865",59.8
2/19/2022,AZ,Arizona,"4,352,169",59.8
2/18/2022,AZ,Arizona,"4,348,950",59.7
2/17/2022,AZ,Arizona,"4,345,647",59.7
2/16/2022,AZ,Arizona,"4,340,378",59.6
2/15/2022,AZ,Arizona,"4,338,325",59.6
2/14/2022,AZ,Arizona,"4,336,577",59.6
2/13/2022,AZ,Arizona,"4,334,058",59.5
2/12/2022,AZ,Arizona,"4,329,872",59.5
2/11/2022,AZ,Arizona,"4,325,696",59.4
2/10/2022,AZ,Arizona,"4,321,178",59.4
2/9/2022,AZ,Arizona,"4,317,684",59.3
2/8/2022,AZ,Arizona,"4,314,921",59.3
2/7/2022,AZ,Arizona,"4,312,826",59.3
2/6/2022,AZ,Arizona,"4,308,413",59.2
2/5/2022,AZ,Arizona,"4,302,898",59.1
2/4/2022,AZ,Arizona,"4,296,971",59
2/3/2022,AZ,Arizona,"4,291,956",59
2/2/2022,AZ,Arizona,"4,287,171",58.9
2/1/2022,AZ,Arizona,"4,284,236",58.9
1/31/2022,AZ,Arizona,"4,282,544",58.8
1/30/2022,AZ,Arizona,"4,279,319",58.8
1/29/2022,AZ,Arizona,"4,274,990",58.7
1/28/2022,AZ,Arizona,"4,270,969",58.7
1/27/2022,AZ,Arizona,"4,266,592",58.6
1/26/2022,AZ,Arizona,"4,262,622",58.6
1/25/2022,AZ,Arizona,"4,259,553",58.5
1/24/2022,AZ,Arizona,"4,258,437",58.5
1/23/2022,AZ,Arizona,"4,256,113",58.5
1/22/2022,AZ,Arizona,"4,251,751",58.4
1/21/2022,AZ,Arizona,"4,247,589",58.4
1/20/2022,AZ,Arizona,"4,243,285",58.3
1/19/2022,AZ,Arizona,"4,240,261",58.3
1/18/2022,AZ,Arizona,"4,224,876",58
1/17/2022,AZ,Arizona,"4,223,488",58
1/16/2022,AZ,Arizona,"4,221,045",58
1/15/2022,AZ,Arizona,"4,216,573",57.9
1/14/2022,AZ,Arizona,"4,211,855",57.9
1/13/2022,AZ,Arizona,"4,207,031",57.8
1/12/2022,AZ,Arizona,"4,201,920",57.7
1/11/2022,AZ,Arizona,"4,197,942",57.7
1/10/2022,AZ,Arizona,"4,195,624",57.6
1/9/2022,AZ,Arizona,"4,191,617",57.6
1/8/2022,AZ,Arizona,"4,186,278",57.5
1/7/2022,AZ,Arizona,"4,181,056",57.4
1/6/2022,AZ,Arizona,"4,176,104",57.4
1/5/2022,AZ,Arizona,"4,170,464",57.3
1/4/2022,AZ,Arizona,"4,166,767",57.2
1/3/2022,AZ,Arizona,"4,155,840",57.1
1/2/2022,AZ,Arizona,"4,155,709",57.1
1/1/2022,AZ,Arizona,"4,155,709",57.1
12/31/2021,AZ,Arizona,"4,155,417",57.1
12/30/2021,AZ,Arizona,"4,149,298",57
12/29/2021,AZ,Arizona,"4,143,590",56.9
12/28/2021,AZ,Arizona,"4,139,183",56.9
12/27/2021,AZ,Arizona,"4,138,201",56.9
12/26/2021,AZ,Arizona,"4,135,138",56.8
12/25/2021,AZ,Arizona,"4,135,114",56.8
12/24/2021,AZ,Arizona,"4,130,432",56.7
12/23/2021,AZ,Arizona,"4,123,464",56.7
12/22/2021,AZ,Arizona,"4,117,680",56.6
12/21/2021,AZ,Arizona,"4,113,163",56.5
12/20/2021,AZ,Arizona,"4,110,695",56.5
12/19/2021,AZ,Arizona,"4,106,924",56.4
12/18/2021,AZ,Arizona,"4,101,867",56.4
12/17/2021,AZ,Arizona,"4,096,251",56.3
12/16/2021,AZ,Arizona,"4,090,649",56.2
12/15/2021,AZ,Arizona,"4,084,304",56.1
12/14/2021,AZ,Arizona,"4,077,825",56
12/13/2021,AZ,Arizona,"4,075,388",56
12/12/2021,AZ,Arizona,"4,068,152",55.9
12/11/2021,AZ,Arizona,"4,058,743",55.8
12/10/2021,AZ,Arizona,"4,051,274",55.7
12/9/2021,AZ,Arizona,"4,043,529",55.6
12/8/2021,AZ,Arizona,"4,036,491",55.5
12/7/2021,AZ,Arizona,"4,030,601",55.4
12/6/2021,AZ,Arizona,"4,025,959",55.3
12/5/2021,AZ,Arizona,"4,016,917",55.2
12/4/2021,AZ,Arizona,"4,009,743",55.1
12/3/2021,AZ,Arizona,"4,001,730",55
12/2/2021,AZ,Arizona,"3,995,852",54.9
12/1/2021,AZ,Arizona,"3,983,477",54.7
11/30/2021,AZ,Arizona,"3,979,250",54.7
11/29/2021,AZ,Arizona,"3,977,260",54.6
11/28/2021,AZ,Arizona,"3,961,885",54.4
11/27/2021,AZ,Arizona,"3,961,885",54.4
11/26/2021,AZ,Arizona,"3,961,885",54.4
11/25/2021,AZ,Arizona,"3,961,885",54.4
11/24/2021,AZ,Arizona,"3,961,885",54.4
11/23/2021,AZ,Arizona,"3,958,592",54.4
11/22/2021,AZ,Arizona,"3,956,455",54.4
11/21/2021,AZ,Arizona,"3,952,853",54.3
11/20/2021,AZ,Arizona,"3,947,977",54.2
11/19/2021,AZ,Arizona,"3,943,778",54.2
11/18/2021,AZ,Arizona,"3,939,188",54.1
11/17/2021,AZ,Arizona,"3,933,703",54
11/16/2021,AZ,Arizona,"3,930,108",54
11/15/2021,AZ,Arizona,"3,928,142",54
11/14/2021,AZ,Arizona,"3,924,521",53.9
11/13/2021,AZ,Arizona,"3,919,108",53.8
11/12/2021,AZ,Arizona,"3,910,930",53.7
11/11/2021,AZ,Arizona,"3,910,633",53.7
11/10/2021,AZ,Arizona,"3,904,725",53.6
11/9/2021,AZ,Arizona,"3,901,482",53.6
11/8/2021,AZ,Arizona,"3,899,480",53.6
11/7/2021,AZ,Arizona,"3,894,266",53.5
11/6/2021,AZ,Arizona,"3,888,617",53.4
11/5/2021,AZ,Arizona,"3,884,433",53.4
11/4/2021,AZ,Arizona,"3,881,149",53.3
11/3/2021,AZ,Arizona,"3,876,474",53.3
11/2/2021,AZ,Arizona,"3,873,343",53.2
11/1/2021,AZ,Arizona,"3,870,604",53.2
10/31/2021,AZ,Arizona,"3,866,294",53.1
10/30/2021,AZ,Arizona,"3,861,457",53.1
10/29/2021,AZ,Arizona,"3,856,438",53
10/28/2021,AZ,Arizona,"3,851,270",52.9
10/27/2021,AZ,Arizona,"3,844,830",52.8
10/26/2021,AZ,Arizona,"3,840,813",52.8
10/25/2021,AZ,Arizona,"3,842,005",52.8
10/24/2021,AZ,Arizona,"3,838,342",52.7
10/23/2021,AZ,Arizona,"3,833,436",52.7
10/22/2021,AZ,Arizona,"3,829,511",52.6
10/21/2021,AZ,Arizona,"3,819,100",52.5
10/20/2021,AZ,Arizona,"3,814,209",52.4
10/19/2021,AZ,Arizona,"3,810,774",52.4
10/18/2021,AZ,Arizona,"3,808,170",52.3
10/17/2021,AZ,Arizona,"3,804,240",52.3
10/16/2021,AZ,Arizona,"3,799,266",52.2
10/15/2021,AZ,Arizona,"3,793,586",52.1
10/14/2021,AZ,Arizona,"3,788,304",52
10/13/2021,AZ,Arizona,"3,782,723",52
10/12/2021,AZ,Arizona,"3,778,818",51.9
10/11/2021,AZ,Arizona,"3,776,517",51.9
10/10/2021,AZ,Arizona,"3,773,195",51.8
10/9/2021,AZ,Arizona,"3,768,114",51.8
10/8/2021,AZ,Arizona,"3,762,179",51.7
10/7/2021,AZ,Arizona,"3,754,440",51.6
10/6/2021,AZ,Arizona,"3,750,483",51.5
10/5/2021,AZ,Arizona,"3,747,008",51.5
10/4/2021,AZ,Arizona,"3,742,784",51.4
10/3/2021,AZ,Arizona,"3,736,282",51.3
10/2/2021,AZ,Arizona,"3,726,363",51.2
10/1/2021,AZ,Arizona,"3,722,711",51.1
9/30/2021,AZ,Arizona,"3,718,393",51.1
9/29/2021,AZ,Arizona,"3,714,729",51
9/28/2021,AZ,Arizona,"3,710,533",51
9/27/2021,AZ,Arizona,"3,707,131",50.9
9/26/2021,AZ,Arizona,"3,702,564",50.9
9/25/2021,AZ,Arizona,"3,695,439",50.8
9/24/2021,AZ,Arizona,"3,689,138",50.7
9/23/2021,AZ,Arizona,"3,683,438",50.6
9/22/2021,AZ,Arizona,"3,676,582",50.5
9/21/2021,AZ,Arizona,"3,671,606",50.4
9/20/2021,AZ,Arizona,"3,666,693",50.4
9/19/2021,AZ,Arizona,"3,660,650",50.3
9/18/2021,AZ,Arizona,"3,653,801",50.2
9/17/2021,AZ,Arizona,"3,647,534",50.1
9/16/2021,AZ,Arizona,"3,639,739",50
9/15/2021,AZ,Arizona,"3,632,266",49.9
9/14/2021,AZ,Arizona,"3,626,908",49.8
9/13/2021,AZ,Arizona,"3,621,676",49.8
9/12/2021,AZ,Arizona,"3,614,798",49.7
9/11/2021,AZ,Arizona,"3,607,989",49.6
9/10/2021,AZ,Arizona,"3,600,809",49.5
9/9/2021,AZ,Arizona,"3,592,704",49.4
9/8/2021,AZ,Arizona,"3,588,996",49.3
9/7/2021,AZ,Arizona,"3,585,953",49.3
9/6/2021,AZ,Arizona,"3,582,524",49.2
9/5/2021,AZ,Arizona,"3,576,010",49.1
9/4/2021,AZ,Arizona,"3,568,380",49
9/3/2021,AZ,Arizona,"3,561,672",48.9
9/2/2021,AZ,Arizona,"3,499,085",48.1
9/1/2021,AZ,Arizona,"3,492,547",48
8/31/2021,AZ,Arizona,"3,485,349",47.9
8/30/2021,AZ,Arizona,"3,480,885",47.8
8/29/2021,AZ,Arizona,"3,472,930",47.7
8/28/2021,AZ,Arizona,"3,464,639",47.6
8/27/2021,AZ,Arizona,"3,457,097",47.5
8/26/2021,AZ,Arizona,"3,448,771",47.4
8/25/2021,AZ,Arizona,"3,440,902",47.3
8/24/2021,AZ,Arizona,"3,434,438",47.2
8/23/2021,AZ,Arizona,"3,431,020",47.1
8/22/2021,AZ,Arizona,"3,422,948",47
8/21/2021,AZ,Arizona,"3,416,063",46.9
8/20/2021,AZ,Arizona,"3,408,714",46.8
8/19/2021,AZ,Arizona,"3,394,936",46.6
8/18/2021,AZ,Arizona,"3,393,771",46.6
8/17/2021,AZ,Arizona,"3,388,691",46.6
8/16/2021,AZ,Arizona,"3,385,335",46.5
8/15/2021,AZ,Arizona,"3,379,160",46.4
8/14/2021,AZ,Arizona,"3,373,163",46.3
8/13/2021,AZ,Arizona,"3,360,537",46.2
8/12/2021,AZ,Arizona,"3,348,704",46
8/11/2021,AZ,Arizona,"3,344,365",45.9
8/10/2021,AZ,Arizona,"3,340,305",45.9
8/9/2021,AZ,Arizona,"3,337,543",45.9
8/8/2021,AZ,Arizona,"3,332,161",45.8
8/7/2021,AZ,Arizona,"3,327,357",45.7
8/6/2021,AZ,Arizona,"3,322,203",45.6
8/5/2021,AZ,Arizona,"3,314,379",45.5
8/4/2021,AZ,Arizona,"3,309,350",45.5
8/3/2021,AZ,Arizona,"3,305,583",45.4
8/2/2021,AZ,Arizona,"3,299,000",45.3
8/1/2021,AZ,Arizona,"3,298,893",45.3
7/31/2021,AZ,Arizona,"3,294,048",45.3
7/30/2021,AZ,Arizona,"3,289,110",45.2
7/29/2021,AZ,Arizona,"3,283,173",45.1
7/28/2021,AZ,Arizona,"3,279,400",45.1
7/27/2021,AZ,Arizona,"3,275,902",45
7/26/2021,AZ,Arizona,"3,273,451",45
7/25/2021,AZ,Arizona,"3,269,265",44.9
7/24/2021,AZ,Arizona,"3,264,446",44.8
7/23/2021,AZ,Arizona,"3,259,542",44.8
7/22/2021,AZ,Arizona,"3,254,456",44.7
7/21/2021,AZ,Arizona,"3,249,256",44.6
7/20/2021,AZ,Arizona,"3,245,176",44.6
7/19/2021,AZ,Arizona,"3,242,582",44.5
7/18/2021,AZ,Arizona,"3,239,067",44.5
7/17/2021,AZ,Arizona,"3,233,494",44.4
7/16/2021,AZ,Arizona,"3,228,012",44.3
7/15/2021,AZ,Arizona,"3,221,874",44.3
7/14/2021,AZ,Arizona,"3,216,251",44.2
7/13/2021,AZ,Arizona,"3,211,118",44.1
7/12/2021,AZ,Arizona,"3,208,025",44.1
7/11/2021,AZ,Arizona,"3,203,256",44
7/10/2021,AZ,Arizona,"3,196,388",43.9
7/9/2021,AZ,Arizona,"3,188,969",43.8
7/8/2021,AZ,Arizona,"3,181,391",43.7
7/7/2021,AZ,Arizona,"3,174,885",43.6
7/6/2021,AZ,Arizona,"3,172,380",43.6
7/5/2021,AZ,Arizona,"3,170,631",43.6
7/4/2021,AZ,Arizona,"3,166,283",43.5
7/3/2021,AZ,Arizona,"3,155,675",43.4
7/2/2021,AZ,Arizona,"3,147,844",43.2
7/1/2021,AZ,Arizona,"3,140,316",43.1
6/30/2021,AZ,Arizona,"2,929,104",40.2
6/29/2021,AZ,Arizona,"2,922,840",40.2
6/28/2021,AZ,Arizona,"2,918,776",40.1
6/27/2021,AZ,Arizona,"2,899,098",39.8
6/26/2021,AZ,Arizona,"2,884,799",39.6
6/25/2021,AZ,Arizona,"2,874,155",39.5
6/24/2021,AZ,Arizona,"2,865,109",39.4
6/23/2021,AZ,Arizona,"2,858,120",39.3
6/22/2021,AZ,Arizona,"2,852,375",39.2
6/21/2021,AZ,Arizona,"2,839,623",39
6/20/2021,AZ,Arizona,"2,839,049",39
6/19/2021,AZ,Arizona,"2,830,089",38.9
6/18/2021,AZ,Arizona,"2,819,329",38.7
6/17/2021,AZ,Arizona,"2,808,680",38.6
6/16/2021,AZ,Arizona,"2,775,927",38.1
6/15/2021,AZ,Arizona,"2,775,508",38.1
6/14/2021,AZ,Arizona,"2,765,408",38
6/13/2021,AZ,Arizona,"2,754,164",37.8
6/12/2021,AZ,Arizona,"2,742,773",37.7
6/11/2021,AZ,Arizona,"2,723,480",37.4
6/10/2021,AZ,Arizona,"2,709,020",37.2
6/9/2021,AZ,Arizona,"2,708,157",37.2
6/8/2021,AZ,Arizona,"2,697,379",37.1
6/7/2021,AZ,Arizona,"2,689,635",37
6/6/2021,AZ,Arizona,"2,675,911",36.8
6/5/2021,AZ,Arizona,"2,662,008",36.6
6/4/2021,AZ,Arizona,"2,648,659",36.4
6/3/2021,AZ,Arizona,"2,638,935",36.3
6/2/2021,AZ,Arizona,"2,631,433",36.2
6/1/2021,AZ,Arizona,"2,628,096",36.1
5/31/2021,AZ,Arizona,"2,624,164",36.1
5/30/2021,AZ,Arizona,"2,616,218",35.9
5/29/2021,AZ,Arizona,"2,604,505",35.8
5/28/2021,AZ,Arizona,"2,592,689",35.6
5/27/2021,AZ,Arizona,"2,579,485",35.4
5/26/2021,AZ,Arizona,"2,567,678",35.3
5/25/2021,AZ,Arizona,"2,559,836",35.2
5/24/2021,AZ,Arizona,"2,554,973",35.1
5/23/2021,AZ,Arizona,"2,540,723",34.9
5/22/2021,AZ,Arizona,"2,522,197",34.7
5/21/2021,AZ,Arizona,"2,498,817",34.3
5/20/2021,AZ,Arizona,"2,482,237",34.1
5/19/2021,AZ,Arizona,"2,470,567",33.9
5/18/2021,AZ,Arizona,"2,457,180",33.8
5/17/2021,AZ,Arizona,"2,449,013",33.6
5/16/2021,AZ,Arizona,"2,439,604",33.5
5/15/2021,AZ,Arizona,"2,419,252",33.2
5/14/2021,AZ,Arizona,"2,396,726",32.9
5/13/2021,AZ,Arizona,"2,380,200",32.7
5/12/2021,AZ,Arizona,"2,362,912",32.5
5/11/2021,AZ,Arizona,"2,349,371",32.3
5/10/2021,AZ,Arizona,"2,322,939",31.9
5/9/2021,AZ,Arizona,"2,297,078",31.6
5/8/2021,AZ,Arizona,"2,273,527",31.2
5/7/2021,AZ,Arizona,"2,248,015",30.9
5/6/2021,AZ,Arizona,"2,222,457",30.5
5/5/2021,AZ,Arizona,"2,196,443",30.2
5/4/2021,AZ,Arizona,"2,183,095",30
5/3/2021,AZ,Arizona,"2,171,573",29.8
5/2/2021,AZ,Arizona,"2,163,427",29.7
5/1/2021,AZ,Arizona,"2,139,453",29.4
4/30/2021,AZ,Arizona,"2,106,896",28.9
4/29/2021,AZ,Arizona,"2,078,095",28.6
4/28/2021,AZ,Arizona,"2,052,084",28.2
4/27/2021,AZ,Arizona,"2,028,087",27.9
4/26/2021,AZ,Arizona,"2,009,937",27.6
4/25/2021,AZ,Arizona,"1,987,117",27.3
4/24/2021,AZ,Arizona,"1,955,806",26.9
4/23/2021,AZ,Arizona,"1,918,341",26.4
4/22/2021,AZ,Arizona,"1,883,233",25.9
4/21/2021,AZ,Arizona,"1,851,575",25.4
4/20/2021,AZ,Arizona,"1,822,140",25
4/19/2021,AZ,Arizona,"1,804,526",24.8
4/18/2021,AZ,Arizona,"1,780,037",24.5
4/17/2021,AZ,Arizona,"1,743,376",24
4/16/2021,AZ,Arizona,"1,702,622",23.4
4/15/2021,AZ,Arizona,"1,670,496",23
4/14/2021,AZ,Arizona,"1,643,434",22.6
4/13/2021,AZ,Arizona,"1,618,978",22.2
4/12/2021,AZ,Arizona,"1,602,317",22
4/11/2021,AZ,Arizona,"1,579,065",21.7
4/10/2021,AZ,Arizona,"1,540,110",21.2
4/9/2021,AZ,Arizona,"1,495,431",20.5
4/8/2021,AZ,Arizona,"1,453,432",20
4/7/2021,AZ,Arizona,"1,421,780",19.5
4/6/2021,AZ,Arizona,"1,399,810",19.2
4/5/2021,AZ,Arizona,"1,392,647",19.1
4/4/2021,AZ,Arizona,"1,366,330",18.8
4/3/2021,AZ,Arizona,"1,332,012",18.3
4/2/2021,AZ,Arizona,"1,298,327",17.8
4/1/2021,AZ,Arizona,"1,267,484",17.4
3/31/2021,AZ,Arizona,"1,242,599",17.1
3/30/2021,AZ,Arizona,"1,220,787",16.8
3/29/2021,AZ,Arizona,"1,205,521",16.6
3/28/2021,AZ,Arizona,"1,182,684",16.2
3/27/2021,AZ,Arizona,"1,154,039",15.9
3/26/2021,AZ,Arizona,"1,129,146",15.5
3/25/2021,AZ,Arizona,"1,108,397",15.2
3/24/2021,AZ,Arizona,"1,074,666",14.8
3/23/2021,AZ,Arizona,"1,059,558",14.6
3/22/2021,AZ,Arizona,"1,049,219",14.4
3/21/2021,AZ,Arizona,"1,029,376",14.1
3/20/2021,AZ,Arizona,"1,004,408",13.8
3/19/2021,AZ,Arizona,"981,650",13.5
3/18/2021,AZ,Arizona,"978,991",13.5
3/17/2021,AZ,Arizona,"955,402",13.1
3/16/2021,AZ,Arizona,"939,580",12.9
3/15/2021,AZ,Arizona,"913,522",12.6
3/14/2021,AZ,Arizona,"891,501",12.2
3/13/2021,AZ,Arizona,"858,909",11.8
3/12/2021,AZ,Arizona,"826,020",11.3
3/11/2021,AZ,Arizona,"792,205",10.9
3/10/2021,AZ,Arizona,"767,107",10.5
3/9/2021,AZ,Arizona,"750,217",10.3
3/8/2021,AZ,Arizona,"738,410",10.1
3/7/2021,AZ,Arizona,"715,477",9.8
3/6/2021,AZ,Arizona,"662,240",9.1
3/5/2021,AZ,Arizona,"658,222",9
3/4/2021,AZ,Arizona,0,0
3/3/2021,AZ,Arizona,0,0
3/2/2021,AZ,Arizona,0,0
3/1/2021,AZ,Arizona,0,0
2/28/2021,AZ,Arizona,0,0
2/27/2021,AZ,Arizona,0,0
2/26/2021,AZ,Arizona,0,0
2/25/2021,AZ,Arizona,0,0
2/24/2021,AZ,Arizona,0,0
2/23/2021,AZ,Arizona,0,0
2/22/2021,AZ,Arizona,0,0
2/21/2021,AZ,Arizona,0,0
2/20/2021,AZ,Arizona,0,0
2/19/2021,AZ,Arizona,0,0
2/18/2021,AZ,Arizona,0,0
2/17/2021,AZ,Arizona,0,0
2/16/2021,AZ,Arizona,0,0
2/15/2021,AZ,Arizona,0,0
2/14/2021,AZ,Arizona,0,0
2/13/2021,AZ,Arizona,0,0
2/12/2021,AZ,Arizona,0,0
2/11/2021,AZ,Arizona,0,0
2/10/2021,AZ,Arizona,0,0
2/9/2021,AZ,Arizona,0,0
2/8/2021,AZ,Arizona,0,0
2/7/2021,AZ,Arizona,0,0
2/6/2021,AZ,Arizona,0,0
2/5/2021,AZ,Arizona,0,0
2/4/2021,AZ,Arizona,0,0
2/3/2021,AZ,Arizona,0,0
2/2/2021,AZ,Arizona,0,0
2/1/2021,AZ,Arizona,0,0
1/31/2021,AZ,Arizona,0,0
1/30/2021,AZ,Arizona,0,0
1/29/2021,AZ,Arizona,0,0
1/28/2021,AZ,Arizona,0,0
1/27/2021,AZ,Arizona,0,0
1/26/2021,AZ,Arizona,0,0
1/25/2021,AZ,Arizona,0,0
1/24/2021,AZ,Arizona,0,0
1/23/2021,AZ,Arizona,0,0
1/22/2021,AZ,Arizona,0,0
1/21/2021,AZ,Arizona,0,0
1/20/2021,AZ,Arizona,0,0
1/19/2021,AZ,Arizona,0,0
1/18/2021,AZ,Arizona,0,0
1/17/2021,AZ,Arizona,0,0
1/16/2021,AZ,Arizona,0,0
1/15/2021,AZ,Arizona,0,0
1/14/2021,AZ,Arizona,0,0
1/13/2021,AZ,Arizona,0,0
1/12/2021,AZ,Arizona,0,0
1/11/2021,AZ,Arizona,0,0
1/10/2021,AZ,Arizona,0,0
1/9/2021,AZ,Arizona,0,0
1/8/2021,AZ,Arizona,0,0
1/7/2021,AZ,Arizona,0,0
1/6/2021,AZ,Arizona,0,0
1/5/2021,AZ,Arizona,0,0
1/4/2021,AZ,Arizona,0,0
1/3/2021,AZ,Arizona,0,0
1/2/2021,AZ,Arizona,0,0
1/1/2021,AZ,Arizona,0,0
12/31/2020,AZ,Arizona,0,0
12/30/2020,AZ,Arizona,0,0
12/29/2020,AZ,Arizona,0,0
12/28/2020,AZ,Arizona,0,0
12/27/2020,AZ,Arizona,0,0
12/26/2020,AZ,Arizona,0,0
12/25/2020,AZ,Arizona,0,0
12/24/2020,AZ,Arizona,0,0
12/23/2020,AZ,Arizona,0,0
12/22/2020,AZ,Arizona,0,0
12/21/2020,AZ,Arizona,0,0
12/20/2020,AZ,Arizona,0,0
12/19/2020,AZ,Arizona,0,0
12/18/2020,AZ,Arizona,0,0
12/17/2020,AZ,Arizona,0,0
12/16/2020,AZ,Arizona,0,0
12/15/2020,AZ,Arizona,0,0
12/14/2020,AZ,Arizona,0,0
4/20/2022,CA,California,"28,383,453",71.8
4/19/2022,CA,California,"28,376,962",71.8
4/18/2022,CA,California,"28,374,782",71.8
4/17/2022,CA,California,"28,370,502",71.8
4/16/2022,CA,California,"28,353,739",71.8
4/15/2022,CA,California,"28,314,115",71.7
4/14/2022,CA,California,"28,284,798",71.6
4/13/2022,CA,California,"28,267,159",71.5
4/12/2022,CA,California,"28,235,932",71.5
4/11/2022,CA,California,"28,211,928",71.4
4/10/2022,CA,California,"28,193,389",71.4
4/9/2022,CA,California,"28,179,103",71.3
4/8/2022,CA,California,"28,163,322",71.3
4/7/2022,CA,California,"28,151,525",71.2
4/6/2022,CA,California,"28,140,802",71.2
4/5/2022,CA,California,"28,134,229",71.2
4/4/2022,CA,California,"28,131,119",71.2
4/3/2022,CA,California,"28,125,565",71.2
4/2/2022,CA,California,"28,116,309",71.2
4/1/2022,CA,California,"28,108,422",71.1
3/31/2022,CA,California,"28,100,914",71.1
3/30/2022,CA,California,"28,085,991",71.1
3/29/2022,CA,California,"28,083,751",71.1
3/28/2022,CA,California,"28,081,845",71.1
3/27/2022,CA,California,"28,079,557",71.1
3/26/2022,CA,California,"28,072,117",71
3/25/2022,CA,California,"28,065,009",71
3/24/2022,CA,California,"28,057,264",71
3/23/2022,CA,California,"28,050,534",71
3/22/2022,CA,California,"28,043,765",71
3/21/2022,CA,California,"28,040,391",71
3/20/2022,CA,California,"28,034,774",71
3/19/2022,CA,California,"28,024,884",70.9
